10084	819	142	16	28	0
# ROLL
10085	319	342	22	20	0
10086	344	342	21	20	0
10087	368	340	20	22	0
10088	391	341	20	21	0
10089	414	342	22	20	0
10090	439	342	21	20	0
10091	462	340	20	22	0
10092	485	341	20	21	0
# FIRE MARIO
# chua co ten
10093	124	115	16	21	0
10094	143	115	16	21	0
# IDLE FRONT
10095	458	109	16	27	0
# IDLE
10096	206	109	14	27	0
# WALK
10097	206	109	14	27	0
10098	223	109	16	27	0
10099	242	110	16	26	0
# SKID
10100	261	108	16	28	0
# THROW
10101	280	109	14	27	0
10102	297	109	14	27	0
# RUN
10103	333	109	19	27	0
10104	355	109	19	27	0
10105	378	110	19	26	0
# JUMP
10106	314	110	16	26	0
# HIGH JUMP
10107	400	110	19	26	0
# CROUCH
10108	422	118	14	18	0
# SLIDE
10109	439	110	16	26	0
# HOLD
10110	477	109	14	27	0
10111	494	109	15	27	0
10112	512	110	16	26	0
# KICK
10113	531	109	21	27	0
# DIVE
10114	555	109	19	27	0
10115	577	110	19	26	0
# SWIM
10116	599	109	19	27	0
10117	621	109	18	27	0
10118	642	110	19	26	0
# CLIMB
10119	664	111	16	25	0
10120	683	111	16	25	0
# HAMMER MARIO
# SMALL MARIO MAP IDLE FRONT
10121	145	220	14	16	0
# BIG MARIO MAP IDLE FRONT
10122	162	215	16	21	0
10123	181	215	16	21	0
# IDLE FRONT
10124	450	209	16	27	0
# IDLE
10125	211	208	16	28	0
# WALK
10126	211	208	16	28	0
10127	229	208	16	28	0
10128	248	209	16	27	0
# SKID
10129	267	208	16	28	0
# THROW
10130	286	208	16	28	0
10131	305	208	16	28	0
# RUN
10132	343	208	19	28	0
10133	365	208	19	28	0
10134	387	209	19	27	0
# JUMP
10135	324	209	16	27	0
# HIGH JUMP
10136	409	209	19	27	0
# CROUCH
10137	431	220	16	16	0
# HOLD
10138	469	208	16	28	0
10139	488	208	16	28	0
10140	507	209	16	27	0
# KICK
10141	526	208	21	28	0
# DIVE
10142	550	208	19	28	0
10143	572	208	19	28	0
# SWIM
10144	594	208	19	28	0
10145	615	208	18	28	0
10146	636	209	19	27	0
# CLIMB
10147	658	210	16	26	0
10148	677	210	16	26	0
# ROLL
10149	371	365	18	19	0
10150	392	366	18	18	0
10151	413	365	18	19	0
10152	434	366	18	18	0
# MARIO FROG
# SMALL MARIO MAP IDLE FRONT
10153	168	253	16	16	0
# BIG MARIO MAP IDLE FRONT
10154	187	249	16	20	0
10155	206	248	16	21	0
# IDLE FRONT
10156	293	237	16	31	0
# IDLE
10157	225	245	20	24	0
# WALK
10158	312	238	15	31	0
10159	330	238	15	31	0
10160	348	239	16	30	0
# JUMP
10161	225	245	20	24	0
10162	248	240	20	29	0
10163	271	240	19	29	0
# KICK
10164	367	238	21	31	0
# SWIM IDLE
10165	391	246	24	22	0
10166	417	246	24	22	0
# SWIM DOWN
10167	444	245	16	25	0
10168	463	246	16	24	0
10169	482	245	16	25	0
# SWIM UP
10170	501	244	16	26	0
10171	520	245	16	25	0
10172	539	243	16	27	0
# SWIM SIDE
10173	558	247	20	23	0
10174	581	247	22	23	0
10175	606	247	24	23	0
# CLIMB
10176	633	243	16	27	0
10177	652	243	16	27	0
# TANOOKI MARIO
# SMALL MARIO MAP IDLE FRONT
10178	9	291	12	16	0
# BIG MARIO MAP IDLE FRONT
10179	24	284	16	23	0
10180	43	283	16	24	0
# IDLE FRONT
10181	156	278	16	29	0
# IDLE
10182	62	278	21	29	0
# SPIN
10183	156	278	16	29	0
10184	62	278	21	29	0
10185	175	278	23	29	0
10186	200	278	16	29	0
# WALK
10187	62	278	21	29	0
10188	86	278	22	29	0
10189	111	280	23	27	0
# SKID
10190	137	278	16	29	0
# RUN
10191	264	280	23	27	0
10192	290	280	23	27	0
10193	316	279	22	28	0
# JUMP
10194	238	280	23	27	0
# SPEED UP
10195	341	279	23	28	0
10196	367	279	23	28	0
10197	393	280	23	27	0
# FLY
10198	419	278	24	28	0
10199	446	279	24	27	0
10200	473	279	24	27	0
# CROUCH
10201	500	288	21	18	0
# STATUE
10202	524	277	16	29	0
# SLIDE
10203	543	279	16	27	0
# HOLD
10204	562	277	22	29	0
10205	587	277	21	29	0
10206	611	278	23	28	0
# KICK
10207	637	278	21	28	0
# DIVE
10208	661	278	24	28	0
10209	688	279	24	27	0
# SWIM
10210	715	278	24	28	0
10211	742	279	23	27	0
10212	768	279	24	27	0
# CLIMB
10213	795	279	16	28	0
10214	814	279	16	28	0
# ROLL
10215	320	390	23	20	0
10216	346	390	21	20	0
10217	370	387	20	23	0
10218	393	389	20	21	0
10219	416	390	23	20	0
10220	442	390	21	20	0
10221	466	387	20	23	0
10222	489	389	20	21	0
#BRICK
20001	254	188	16	16	20
#JUGEM CLOUD
20002	309	144	16	16	20	
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#=====SMALL=====
#idle front SMALL 0
101	10001	100
#idle SMALL 1
102	10002	100
#walk SMALL 2 
103	10003	100	10004	100
#skid SMALL 3 
105	10005	100
#run SMALL 4 
106	10006	100	10007	100
#jump SMALL 5 
108	10008	100
#high jump SMALL 6 
109	10009	100
#slide SMALL 7 
111	10011	100
# hold SMALL
112	10012	100	10013	100
# kick SMALL
114	10014	100
# dive SMALL
115	10015	100	10016	100
# swim SMALL
117	10017	100	10018	100
# climb SMALL
119	10019	100	10020	100
#=====BIG=====
#idle BIG 8
121	10021	100
#idle front BIG 9
122	10022	100
#walk BIG 10
123	10023	100	10024	100	10025	100
# skid BIG
126	10026	100
# RUN
127	10027	100	10028	100	10029	100
# JUMP
130	10030	100
# HIGH JUMP
131	10031	100
# CROUCH
132	10032	100
# SLIDE
133	10033	100
# HOLD
134	10034	100	10035	100	10036	100
# KICK
137	10037	100
# DIVE
138	10038	100	10039	100
# SWIM
140	10040	100	10041	100	10042	100
# CLIMB
143	10043	100	10044	100
# ROLL
145	10045	100	10046	100	10047	100	10048	100	10049	100	10050	100	10051	100	10052	100
#=====RACCOON MARIO=====
# IDLE FRONT
153	10053	100
# IDLE
154	10054	100
# WALK
155	10055	100	10056	100	10057	100
# SKID
158	10058	100
# RUN
159	10059	100	10060	100	10061	100
# JUMP
162	10062	100
# SPEED UP
163	10063	100	10064	100	10065	100
# FLY
166	10066	100	10067	100	10068	100
# SPIN
169	10069	100	10070	100	10071	100
# CROUCH
172	10072	100
# SLIDE
173	10073	100
# HOLD
174	10074	100	10075	100	10076	100
# KICK
177	10077	100
178	10078	100	10079	100
# SWIM
180	10080	100	10081	100	10082	100
# CLIMB
183	10083	100	10084	100
# ROLL
185	10085	100	10086	100	10087	100	10088	100	10089	100	10090	100	10091	100	10092	100
#====FIRE MARIO===
# chua co ten
193	10093	100	10094	100
# IDLE FRONT
195	10095	100
# IDLE
196	10096	100
# WALK
197	10097	100	10098	100	10099	100
# SKID
200	10100	100
# THROW
201	10101	100	10102	100
# RUN
203	10103	100	10104	100	10105	100
# JUMP
206	10106	100
# HIGH JUMP
207	10107	100
# CROUCH
208	10108	100
# SLIDE
209	10109	100
# HOLD
210	10110	100	10111	100	10112	100
# KICK
213	10113	100
# DIVE
214	10114	100	10115	100
# SWIM
216	10116	100	10117	100	10118	100
# CLIMB
219	10119	100	10120	100
#=====HAMMER MARIO=====
# SMALL MARIO MAP IDLE FRONT
221	10121	100
# BIG MARIO MAP IDLE FRONT
222	10122	100	10123	100
# IDLE FRONT
224	10124	100
# IDLE
225	10125	100
# WALK
226	10126	100	10127	100	10128	100
# SKID
229	10129	100
# THROW
230	10130	100	10131	100
# RUN
232	10132	100	10133	100	10134	100
# JUMP
235	10135	100
# HIGH JUMP
236	10136	100
# CROUCH
237	10137	100
# HOLD
238	10138	100	10139	100	10140	100
# KICK
241	10141	100
# DIVE
242	10142	100	10143	100
# SWIM
244	10144	100	10145	100	10146	100
# CLIMB
247	10147	100	10148	100
# ROLL
249	10149	100	10150	100	10151	100	10152	100
#=====MARIO FROG=====
# SMALL MARIO MAP IDLE FRONT
253	10153	100
# BIG MARIO MAP IDLE FRONT
254	10154	100	10155	100
# IDLE FRONT
256	10156	100
# IDLE
257	10157	100
# WALK
258	10158	100	10159	100	10160	100
# JUMP
261	10161	100	10162	100	10163	100
# KICK
264	10164	100
# SWIM IDLE
265	10165	100	10166	100
# SWIM DOWN
267	10167	100	10168	100	10169	100
# SWIM UP
270	10170	100	10171	100	10172	100
# SWIM SIDE
273	10173	100	10174	100	10175	100
# CLIMB
276	10176	100	10177	100
#====TANOOKI MARIO=====
# SMALL MARIO MAP IDLE FRONT
278	10178	100
# BIG MARIO MAP IDLE FRONT
279	10179	100	10180	100
# IDLE FRONT
281	10181	100
# IDLE
282	10182	100
# SPIN
283	10183	100	10184	100	10185	100	10186	100
# WALK
287	10187	100	10188	100	10189	100
# SKID
290	10190	100
# RUN
291	10191	100	10192	100	10193	100
# JUMP
294	10194	100
# SPEED UP
295	10195	100	10196	100	10197	100
# FLY
298	10198	100	10199	100	10200	100
# CROUCH
301	10201	100
# STATUE
302	10202	100
# SLIDE
303	10203	100
# HOLD
304	10204	100	10205	100	10206	100
# KICK
307	10207	100
# DIVE
308	10208	100	10209	100
# SWIM
310	10210	100	10211	100	10212	100
# CLIMB
313	10213	100	10214	100
# ROLL
315	10215	100	10216	100	10217	100	10218	100	10219	100	10220	100	10221	100	10222	100
#die
999	10010	100
#==== MISC =========
#BRICK
601	20001	100
#CLOUD
602	20002	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	101	102	103	105	106	108	111	121	122	123
# MISC
#601 BRICK 602 CLOUD 
2	601	602

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Pipe, 3=GHOST OBJECT,4= CLOUD
# MARIO
0	0	0	1
# BRICK 
# --- platform (hint: I created the list using Excel!) ----
#GROUND BRICK 
1	0	1250	2
1	48	1250	2
1	96	1250	2
1	144	1250	2
1	192	1250	2
1	240	1250	2
1	288	1250	2
1	336	1250	2
1	384	1250	2
1	432	1250	2
1	480	1250	2
1	528	1250	2
1	576	1250	2
1	624	1250	2
1	672	1250	2
1	720	1250	2
1	768	1250	2
1	816	1250	2
1	864	1250	2
1	912	1250	2
1	960	1250	2
1	1008	1250	2
1	1056	1250	2
1	1104	1250	2
1	1152	1250	2
1	1200	1250	2
1	1248	1250	2
1	1296	1250	2
1	1344	1250	2
1	1392	1250	2
1	1440	1250	2
1	1488	1250	2
1	1536	1250	2
1	1584	1250	2
1	1632	1250	2
1	1680	1250	2
1	1728	1250	2
1	1776	1250	2
1	1824	1250	2
1	1872	1202	2
1	1920	1202	2
1	1968	1202	2
1	2016	1202	2
1	2064	1202	2
1	2112	1202	2
1	2160	1202	2
1	2208	1202	2
1	2256	1202	2
1	2304	1202	2
1	2352	1202	2
1	2400	1202	2
1	2448	1202	2
1	2496	1202	2
1	2544	1202	2
1	2592	1202	2
1	2640	1202	2
1	2688	1202	2
1	2736	1202	2
1	2784	1202	2
1	2832	1202	2
1	2880	1202	2
1	2928	1202	2
1	2976	1202	2
1	3024	1202	2
1	3072	1202	2
1	3120	1202	2
1	3168	1202	2
1	3216	1202	2
1	3456	1250	2
1	3504	1250	2
1	3552	1250	2
1	3600	1250	2
1	3648	1250	2
1	3696	1250	2
1	3744	1250	2
1	3792	1250	2
1	3840	1250	2
1	3888	1250	2
1	3936	1250	2
1	3984	1250	2
1	4032	1250	2
1	4080	1250	2
1	4128	1250	2
1	4176	1250	2
1	4224	1250	2
1	4272	1250	2
1	4320	1250	2
1	4368	1250	2
1	4416	1250	2
1	4464	1250	2
1	4608	1250	2
1	4656	1250	2
1	4704	1250	2
1	4752	1250	2
1	4800	1250	2
1	4992	1250	2
1	5040	1250	2
1	5088	1250	2
1	5136	1250	2
1	5184	1250	2
1	5232	1250	2
1	5280	1250	2
1	5328	1250	2
1	5376	1250	2
1	5424	1250	2
1	5472	1250	2
1	5520	1250	2
1	5568	1250	2
1	5616	1250	2
1	5664	1250	2
1	5712	1250	2
1	5760	1250	2
1	5808	1250	2
1	5856	1250	2
1	5904	1250	2
1	5952	1250	2
1	6000	1250	2
1	6048	1250	2
1	6096	1250	2
1	6144	1250	2
1	6192	1250	2
1	6240	1250	2
1	6288	1250	2
1	6336	1250	2
1	6384	1250	2
1	6432	1250	2
1	6480	1250	2
1	6528	1250	2
1	6576	1250	2
1	6624	1250	2
1	6672	1250	2
1	6768	1250	2
1	6816	1250	2
1	6864	1250	2
1	6912	1250	2
1	6960	1250	2
1	7008	1250	2
1	7056	1250	2
1	7104	1250	2
1	7152	1250	2
1	7200	1250	2
1	7248	1250	2
1	7296	1250	2
1	7344	1250	2
1	7392	1250	2
1	7440	1250	2
1	7488	1250	2
1	7536	1250	2
1	7584	1250	2
1	7632	1250	2
1	7680	1250	2
1	7728	1250	2
1	7776	1250	2
1	7824	1250	2
1	7872	1250	2
1	7920	1250	2
1	7968	1250	2
1	8016	1250	2
1	8064	1250	2
1	8112	1250	2
1	8160	1250	2
1	8208	1250	2
1	8256	1250	2
1	8304	1250	2
1	8352	1250	2
1	8400	1250	2
#GROUP BRICK 
1	4512	1010	2
1	4560	1010	2

1	4704	1202	2
1	4752	1202	2
1	4800	1202	2
1	4752	1154	2
1	4800	1154	2
1	4800	1106	2

1	4992	1106	2
1	4992	1154	2
1	5040	1154	2
1	4992	1202	2
1	5040	1202	2
1	5088	1202	2

1	5856	1202	2
1	5904	1202	2
1	5952	1202	2
1	6000	1202	2
1	6048	1202	2
1	6096	1202	2
1	6144	1202	2
1	5904	1154	2
1	5952	1154	2
1	6000	1154	2
1	6048	1154	2
1	6096	1154	2
1	5952	1106	2
1	6000	1106	2
1	6048	1106	2
1	6096	1106	2

1	6288	1202	2
1	6336	1202	2
1	6288	1154	2

1	6768	1106	2
1	6816	1106	2
			
1	6768	914	2
1	6816	914	2


#COLLISION PIPE:			
2	1056	1202	2
2	1056	1154	2
2	1056	1106	2

2	5376	1202	2
2	5376	1154	2

2	5568	1202	2
2	5568	1154	2
2	5568	1106	2

2	6768	1202	2
2	6768	1154	2

2	6960	1202	2
2	6960	1154	2

#GHOST OBJECT
3	720	1106	2
3	768	1106	2
3	816	1106	2
3	816	1010	2
3	864	1010	2
3	912	1010	2

3	1200	1106	2
3	1248	1106	2
3	1296	1106	2
3	1344	1106	2
3	1392	1106	2
3	1392	1010	2
3	1440	1010	2
3	1488	1010	2
3	1536	1010	2
3	1536	914	2
3	1584	914	2
3	1632	914	2
3	1680	914	2
3	1536	1154	2
3	1584	1154	2
3	1632	1154	2
3	1680	1154	2
3	1728	1154	2
3	1776	1154	2

3	3792	1154	2
3	3840	1154	2
3	3888	1154	2
3	3936	1154	2
3	3984	1154	2
3	4032	1154	2
3	4080	1154	2
3	3888	1058	2
3	3936	1058	2
3	3984	1058	2
3	4032	1058	2
3	4080	1058	2
3	4128	1058	2
3	4176	1058	2
3	3984	962	2
3	4032	962	2
3	4080	962	2
3	4128	962	2
3	4176	962	2
3	4224	962	2
3	4272	962	2

3	6432	1106	2
3	6480	1106	2
3	6528	1106	2
3	6528	818	2
3	6576	818	2
3	6624	818	2

3	3936	434	2
3	3984	434	2
3	4032	434	2
3	4080	434	2

4	4224	578	2
4	4272	578	2
4	4320	578	2
4	4368	578	2

4	4464	530	2
4	4512	530	2
4	4560	530	2
4	4608	530	2
4	4656	530	2
4	4704	530	2
4	4752	530	2
4	4800	530	2
4	4848	530	2
4	4896	530	2
4	4944	530	2
4	4992	530	2
4	5040	530	2

